Race1_Beta	Race2_Beta	Sex_Beta	Age_Beta	Smoker_Beta	Insurace_Beta	Gestational_Beta	Z_Beta	Inflammation_Beta	Power_raceRace1	Power_raceRace2	Power_sex	Power_age	Power_smoke	Power_insurance	Power_gest	Power_zscore	Power_inflame
0.5	0.7	0.7	-0.05	0.2	0.5	-0.01	-0.2	-0.03	0.945219999999999	0.863716666666667	0.99199	0.97673	0.26003	0.98814	0.40072	0.89438	0.06136
0.2	0.3	0.3	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.43308	0.32252	0.770560000000001	0.99967	0.22721	0.97707	0.41322	0.857445	0.05839
0.3	0.3	0.3	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.6538	0.32276	0.773560000000001	0.97577	0.23149	0.97856	0.40841	0.86861	0.05843
0.5	0.3	0.3	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.9277775	0.35392	0.79501	0.97532	0.26057	0.98567	0.41904	0.8621	0.05866
0.2	0.5	0.3	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.4158775	0.72816	0.79479	0.98469	0.249605	0.98957	0.43063	0.899981666666666	0.05932
0.3	0.5	0.3	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.6244875	0.73056	0.79954	0.96857	0.247825	0.99142	0.42483	0.899066666666667	0.05996
0.5	0.5	0.3	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.9389975	0.734100000000001	0.82087	0.96927	0.27889	0.99085	0.45035	0.90983	0.06021
0.2	0.7	0.3	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.4194975	0.909079999999999	0.86145	0.9852	0.29495	0.99334	0.44336	0.895519999999999	0.06393
0.3	0.7	0.3	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.6451775	0.90654	0.86641	0.97724	0.29781	0.99347	0.43815	0.896459999999999	0.06263
0.5	0.7	0.3	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.947279999999999	0.88904	0.87759	0.97723	0.33326	0.993959999999999	0.47921	0.902189999999999	0.0646
0.2	0.3	0.5	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.39924	0.312765	0.96135	0.99172	0.2165	0.973869999999999	0.38017	0.865175	0.05829
0.3	0.3	0.5	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.59939	0.303965	0.9709	0.98348	0.22234	0.97541	0.37821	0.87483	0.05779
0.5	0.3	0.5	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.92909	0.32017	0.96402	0.97596	0.24735	0.97767	0.39777	0.87118	0.05861
0.2	0.5	0.5	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.40991	0.70247	0.97425	0.98338	0.224185	0.98676	0.39817	0.871561666666666	0.05857
0.3	0.5	0.5	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.62046	0.7025	0.97928	0.98417	0.216795	0.98875	0.38578	0.882786666666667	0.05805
0.5	0.5	0.5	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.9518	0.70831	0.98387	0.97626	0.24179	0.99102	0.40919	0.88605	0.05874
0.2	0.7	0.5	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.41665	0.888679999999999	0.986093333333334	0.98446	0.24797	0.99142	0.41486	0.894556666666666	0.05987
0.3	0.7	0.5	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.63304	0.88938	0.989063333333334	0.9923	0.23917	0.99173	0.4134	0.890816666666666	0.05912
0.5	0.7	0.5	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.95017	0.88263	0.990673333333334	0.96979	0.26725	0.99291	0.42004	0.88988	0.06103
0.2	0.3	0.7	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.3819	0.30223	0.971	0.96863	0.22979	0.96407	0.35088	0.831185	0.05716
0.3	0.3	0.7	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.58696	0.28577	0.97604	0.97624	0.23086	0.96527	0.34543	0.84187	0.05688
0.5	0.3	0.7	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.92951	0.2956	0.97717	0.97625	0.24256	0.9675	0.36868	0.84905	0.0577
0.2	0.5	0.7	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.37933	0.65536	0.97504	0.98332	0.226675	0.97584	0.36563	0.850921666666667	0.05948
0.3	0.5	0.7	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.588443333333333	0.666040000000001	0.98872	0.99221	0.2033	0.97922	0.3689	0.872106666666667	0.05862
0.5	0.5	0.7	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.93059	0.66408	0.99006	0.98425	0.22839	0.9799	0.39984	0.870990000000001	0.05928
0.2	0.7	0.7	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.3985	0.868906666666667	0.98873	0.98445	0.25243	0.984	0.39589	0.890266666666667	0.05975
0.3	0.7	0.7	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.603603333333333	0.866366666666667	0.99188	0.98525	0.24239	0.98686	0.39195	0.887946666666667	0.05972
0.5	0.7	0.7	-0.1	0.2	0.5	-0.01	-0.2	-0.03	0.946069999999999	0.865346666666667	0.9921	0.96977	0.26226	0.98742	0.41262	0.88676	0.0605
0.2	0.3	0.3	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.4087	0.32802	0.777280000000001	0.25423	0.34592	0.97534	0.41846	0.840995	0.05995
0.3	0.3	0.3	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.6389	0.32563	0.77386	0.24546	0.34043	0.97762	0.40756	0.85278	0.05965
0.5	0.3	0.3	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.984	0.339	0.771	0.231	0.372	0.989	0.384	0.961	0.055
0.2	0.5	0.3	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.4061875	0.726930000000001	0.79456	0.28169	0.353525	0.98973	0.43813	0.893925	0.05944
0.3	0.5	0.3	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.6365775	0.723510000000001	0.79367	0.24931	0.354745	0.990779999999999	0.42638	0.88231	0.05889
0.5	0.5	0.3	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.9440275	0.72024	0.80898	0.27811	0.37638	0.99266	0.43508	0.88347	0.06007
0.2	0.7	0.3	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.4262175	0.92156	0.85201	0.31683	0.40927	0.99261	0.46339	0.86479	0.06325
0.3	0.7	0.3	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.6630275	0.91976	0.85919	0.29105	0.41343	0.99246	0.44873	0.868609999999999	0.06241
0.5	0.7	0.3	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.9426575	0.9017	0.87952	0.29768	0.446216666666667	0.99372	0.45533	0.894819999999999	0.06463
0.2	0.3	0.5	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.38074	0.31078	0.97009	0.27271	0.31512	0.972009999999999	0.37641	0.857795	0.06018
0.3	0.3	0.5	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.6025	0.30894	0.96676	0.27406	0.31284	0.97406	0.36266	0.85272	0.0586
0.5	0.3	0.5	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.915359999999999	0.3176	0.96656	0.27863	0.35235	0.97629	0.39074	0.87447	0.05958
0.2	0.5	0.5	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.40294	0.7018	0.973279999999999	0.28195	0.333425	0.98746	0.4109	0.873705	0.05962
0.3	0.5	0.5	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.63232	0.69979	0.97368	0.26692	0.332275	0.9897	0.37769	0.882769999999999	0.06
0.5	0.5	0.5	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.9418	0.70038	0.975159999999999	0.28625	0.38062	0.99007	0.41056	0.888169999999999	0.05905
0.2	0.7	0.5	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.41205	0.897409999999999	0.989799999999999	0.28548	0.36538	0.990169999999999	0.43719	0.87248	0.06073
0.3	0.7	0.5	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.64424	0.89137	0.9854	0.2916	0.35145	0.99209	0.40338	0.8799	0.06085
0.5	0.7	0.5	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.946719999999999	0.89236	0.989759999999999	0.30562	0.382946666666667	0.99266	0.41952	0.880459999999999	0.0616
0.2	0.3	0.7	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.3741	0.30061	0.97289	0.2731	0.30088	0.962489999999999	0.35825	0.825815	0.05807
0.3	0.3	0.7	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.59248	0.28595	0.97871	0.2729	0.29941	0.96517	0.34349	0.82748	0.05671
0.5	0.3	0.7	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.927175	0.29108	0.97473	0.28647	0.34402	0.96873	0.36802	0.84885	0.05886
0.2	0.5	0.7	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.36641	0.643770000000001	0.97703	0.27606	0.306275	0.976809999999999	0.37204	0.862715	0.06029
0.3	0.5	0.7	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.584513333333333	0.64739	0.98563	0.27103	0.28675	0.97796	0.36341	0.8647	0.05905
0.5	0.5	0.7	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.909665	0.65447	0.97996	0.28278	0.33397	0.98066	0.39518	0.88113	0.05958
0.2	0.7	0.7	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.38776	0.85413	0.98971	0.28804	0.344556666666667	0.98431	0.42341	0.87135	0.06048
0.3	0.7	0.7	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.613513333333333	0.86142	0.98927	0.28909	0.332806666666667	0.98658	0.38706	0.86601	0.06098
0.5	0.7	0.7	-0.01	0.3	0.5	-0.01	-0.2	-0.03	0.933629999999999	0.85903	0.9927	0.31193	0.359643333333333	0.98734	0.40702	0.88161	0.06197
0.2	0.3	0.3	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.40931	0.32692	0.768700000000001	0.9833	0.33685	0.97674	0.4019	0.874875	0.0592
0.3	0.3	0.3	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.61843	0.31543	0.770372500000001	0.96776	0.33607	0.97728	0.39262	0.87606	0.05881
0.5	0.3	0.3	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.913902499999999	0.34993	0.79277	0.96752	0.34721	0.98393	0.41929	0.87891	0.06007
0.2	0.5	0.3	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.4131175	0.72069	0.79063	0.9914	0.352735	0.99057	0.43337	0.905125	0.0594
0.3	0.5	0.3	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.6170375	0.716410000000001	0.78561	0.98361	0.360815	0.99207	0.41184	0.89294	0.05828
0.5	0.5	0.3	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.9343625	0.72456	0.80985	0.97676	0.36547	0.99162	0.43629	0.89934	0.0597
0.2	0.7	0.3	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.4282375	0.92269	0.85649	0.97665	0.41073	0.99372	0.46207	0.867359999999999	0.06219
0.3	0.7	0.3	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.6481575	0.91796	0.86275	0.97653	0.40227	0.99351	0.44418	0.862269999999999	0.06182
0.5	0.7	0.3	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.943725	0.89494	0.87866	0.9772	0.431066666666666	0.9939	0.45409	0.900519999999999	0.06376
0.2	0.3	0.5	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.40303	0.31235	0.966005	0.983646666666667	0.30891	0.974929999999999	0.3776	0.869385	0.05942
0.3	0.3	0.5	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.59842	0.29605	0.97698	0.98381	0.31255	0.976	0.35744	0.85828	0.05847
0.5	0.3	0.5	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.918985	0.31234	0.9633725	0.98355	0.35603	0.97657	0.38408	0.88097	0.05946
0.2	0.5	0.5	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.39806	0.69251	0.97259	0.99212	0.330275	0.98708	0.40167	0.889865	0.05995
0.3	0.5	0.5	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.61308	0.69544	0.977519999999999	0.99221	0.320785	0.99046	0.37275	0.887149999999999	0.06005
0.5	0.5	0.5	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.933065	0.70839	0.979779999999999	0.98426	0.35723	0.99009	0.41143	0.903436666666666	0.05954
0.2	0.7	0.5	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.42272	0.90038	0.98312	0.98509	0.36765	0.99253	0.42705	0.88059	0.0606
0.3	0.7	0.5	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.644	0.88456	0.98269	0.99227	0.34911	0.993	0.39477	0.88922	0.06043
0.5	0.7	0.5	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.939685	0.88492	0.989299999999999	0.9697	0.382476666666667	0.99337	0.41686	0.88011	0.0616
0.2	0.3	0.7	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.38119	0.29692	0.97189	0.97576	0.2965	0.967549999999999	0.34946	0.831325	0.05796
0.3	0.3	0.7	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.5687	0.28151	0.97862	0.98368	0.29502	0.96793	0.33311	0.82458	0.0581
0.5	0.3	0.7	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.916485	0.29083	0.98075	0.98405	0.31118	0.96925	0.36935	0.85159	0.0582
0.2	0.5	0.7	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.38214	0.64951	0.9808	0.99176	0.295575	0.97958	0.37369	0.856985	0.06013
0.3	0.5	0.7	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.58289	0.658050000000001	0.99001	0.99191	0.29192	0.98105	0.35759	0.86274	0.05933
0.5	0.5	0.7	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.898105	0.66779	0.98427	0.98404	0.32714	0.98388	0.39688	0.890906666666667	0.06009
0.2	0.7	0.7	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.39259	0.84022	0.98876	0.99196	0.346986666666667	0.98531	0.4134	0.88979	0.06014
0.3	0.7	0.7	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.615913333333333	0.84775	0.99119	0.99216	0.344006666666667	0.98773	0.3785	0.883359999999999	0.0607
0.5	0.7	0.7	-0.05	0.3	0.5	-0.01	-0.2	-0.03	0.928905	0.85207	0.99107	0.97714	0.370333333333333	0.98816	0.3931	0.89447	0.0623
0.2	0.3	0.3	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.40726	0.32607	0.776000000000001	0.98349	0.3279	0.97685	0.39509	0.869885	0.05867
0.3	0.3	0.3	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.62208	0.31534	0.768522500000001	0.96782	0.33766	0.97669	0.38593	0.87291	0.05803
0.5	0.3	0.3	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.921532499999999	0.34412	0.78991	0.96763	0.3483	0.9838	0.42467	0.87439	0.05945
0.2	0.5	0.3	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.4099275	0.72581	0.79104	0.98398	0.349845	0.98952	0.42704	0.900515	0.0593
0.3	0.5	0.3	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.6234375	0.71999	0.78872	0.98365	0.348085	0.99187	0.41487	0.90031	0.05859
0.5	0.5	0.3	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.9348925	0.72851	0.8086	0.97681	0.36868	0.99151	0.43845	0.90315	0.05977
0.2	0.7	0.3	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.4182075	0.92369	0.8511	0.97676	0.40963	0.9936	0.45652	0.87064	0.0622
0.3	0.7	0.3	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.6508575	0.9145	0.86143	0.9766	0.4164	0.99283	0.45103	0.861899999999999	0.06201
0.5	0.7	0.3	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.9365175	0.89062	0.87617	0.97729	0.441866666666667	0.99318	0.45969	0.898389999999999	0.06384
0.2	0.3	0.5	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.39982	0.3104	0.961815	0.98381	0.30751	0.973009999999999	0.37976	0.869125	0.05895
0.3	0.3	0.5	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.59591	0.29513	0.96954	0.97578	0.31549	0.97557	0.37115	0.86608	0.05803
0.5	0.3	0.5	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.911765	0.31919	0.96101	0.98366	0.34685	0.97603	0.39834	0.87755	0.05888
0.2	0.5	0.5	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.39881	0.70454	0.97073	0.99157	0.321805	0.98726	0.41013	0.875545	0.05887
0.3	0.5	0.5	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.6149	0.70046	0.97595	0.99227	0.328435	0.9899	0.37955	0.89146	0.05916
0.5	0.5	0.5	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.931775	0.69801	0.98018	0.98433	0.35518	0.98979	0.40986	0.890799999999999	0.05868
0.2	0.7	0.5	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.41284	0.89725	0.979653333333333	0.98515	0.37161	0.9919	0.42858	0.891949999999999	0.06054
0.3	0.7	0.5	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.63673	0.88159	0.981923333333333	0.98525	0.35591	0.99261	0.39989	0.893709999999999	0.06016
0.5	0.7	0.5	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.936675	0.87804	0.986163333333333	0.97732	0.383256666666667	0.99274	0.42515	0.880699999999999	0.06196
0.2	0.3	0.7	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.38437	0.29602	0.97068	0.96075	0.3017	0.966349999999999	0.35188	0.834915	0.05766
0.3	0.3	0.7	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.5556	0.28214	0.97949	0.98405	0.29164	0.96486	0.32932	0.83399	0.05772
0.5	0.3	0.7	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.910625	0.28933	0.97779	0.98432	0.3258	0.9685	0.36927	0.85359	0.05802
0.2	0.5	0.7	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.36927	0.639530000000001	0.97491	0.99136	0.311325	0.977369999999999	0.37103	0.860635	0.05965
0.3	0.5	0.7	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.57516	0.650430000000001	0.98566	0.99211	0.28655	0.97926	0.35779	0.86536	0.05862
0.5	0.5	0.7	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.901255	0.66514	0.98265	0.98425	0.32426	0.98304	0.39796	0.88273	0.05909
0.2	0.7	0.7	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.38237	0.85337	0.98583	0.99221	0.339906666666667	0.98513	0.40727	0.892029999999999	0.06012
0.3	0.7	0.7	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.598013333333333	0.8514	0.98653	0.98526	0.339616666666667	0.986740000000001	0.38146	0.89211	0.06046
0.5	0.7	0.7	-0.1	0.3	0.5	-0.01	-0.2	-0.03	0.936575	0.85777	0.98901	0.9773	0.376963333333333	0.98739	0.41516	0.88722	0.06154
0.2	0.3	0.3	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.40773	0.31188	0.80222	0.30977	0.61737	0.97175	0.4043	0.821065	0.06057
0.3	0.3	0.3	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.63877	0.31575	0.80413	0.26934	0.63532	0.97461	0.40217	0.82895	0.05967
0.5	0.3	0.3	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.9145275	0.33586	0.78358	0.27115	0.661656666666667	0.9781	0.43489	0.84316	0.05979
0.2	0.5	0.3	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.4121675	0.70787	0.78299	0.28895	0.66365	0.98583	0.45245	0.868184999999999	0.0606
0.3	0.5	0.3	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.6343775	0.71511	0.78539	0.26801	0.66957	0.98802	0.44081	0.85596	0.05862
0.5	0.5	0.3	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.9365075	0.71892	0.78718	0.27634	0.697006666666666	0.98982	0.44278	0.87039	0.05916
0.2	0.7	0.3	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.4254875	0.909909999999999	0.842	0.31585	0.71345	0.98869	0.43596	0.865129999999999	0.06247
0.3	0.7	0.3	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.6506275	0.907139999999999	0.8406	0.29086	0.72544	0.98978	0.42832	0.85572	0.06155
0.5	0.7	0.3	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.9454275	0.91233	0.84342	0.29193	0.76071	0.99194	0.45356	0.882949999999999	0.06536
0.2	0.3	0.5	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.38552	0.30709	0.967485	0.30295	0.60569	0.96356	0.39231	0.824205	0.05919
0.3	0.3	0.5	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.60035	0.29487	0.973915	0.30322	0.60841	0.96778	0.37304	0.84064	0.05886
0.5	0.3	0.5	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.91772	0.30357	0.9653625	0.29913	0.638186666666667	0.97122	0.37995	0.84827	0.05944
0.2	0.5	0.5	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.38721	0.67058	0.9694	0.30739	0.63919	0.98137	0.41928	0.864145	0.0587
0.3	0.5	0.5	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.61913	0.68498	0.97401	0.26951	0.62185	0.98528	0.40238	0.86794	0.05917
0.5	0.5	0.5	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.93769	0.68986	0.96949	0.28348	0.682836666666667	0.9874	0.43412	0.86492	0.05941
0.2	0.7	0.5	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.42595	0.883329999999999	0.98026	0.31356	0.67550125	0.98719	0.43147	0.858059999999999	0.06019
0.3	0.7	0.5	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.65388	0.876089999999999	0.98116	0.31365	0.67298125	0.98907	0.40367	0.85478	0.06004
0.5	0.7	0.5	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.955259999999999	0.874399999999999	0.9787	0.30391	0.70343	0.99067	0.41433	0.882879999999999	0.0621300000000001
0.2	0.3	0.7	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.38459	0.28383	0.97974	0.27444	0.58659	0.96201	0.36149	0.812485	0.058295
0.3	0.3	0.7	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.570793333333333	0.26562	0.9876	0.24912	0.58785	0.96409	0.36326	0.8044	0.057555
0.5	0.3	0.7	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.89168	0.27228	0.97939	0.26103	0.600966666666667	0.95896	0.35925	0.81741	0.057265
0.2	0.5	0.7	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.251	0.545	0.999	0.159	0.605	0.937	0.284	0.83	0.045
0.3	0.5	0.7	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.551423333333333	0.63448	0.98868	0.28643	0.60168	0.97018	0.37998	0.860929999999999	0.058875
0.5	0.5	0.7	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.90022	0.64365	0.97613	0.27529	0.634836666666667	0.97774	0.39575	0.85407	0.0591
0.2	0.7	0.7	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.38891	0.835779999999999	0.97689	0.31634	0.65253	0.98144	0.40527	0.85886	0.05993
0.3	0.7	0.7	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.589346666666666	0.83206	0.98086	0.29929	0.6363	0.98295	0.38955	0.84967	0.06007
0.5	0.7	0.7	-0.01	0.5	0.5	-0.01	-0.2	-0.03	0.91751	0.83311	0.98321	0.30812	0.66719	0.9845	0.41418	0.86256	0.0613900000000001
0.2	0.3	0.3	-0.05	0.5	0.5	-0.01	-0.2	-0.03	0.40939	0.30822	0.79742	0.98318	0.61261	0.973760000000001	0.41135	0.823585	0.0591
0.3	0.3	0.3	-0.05	0.5	0.5	-0.01	-0.2	-0.03	0.62606	0.30309	0.80288	0.98394	0.61849	0.97502	0.40096	0.83267	0.05923
0.5	0.3	0.3	-0.05	0.5	0.5	-0.01	-0.2	-0.03	0.9094275	0.33272	0.78473	0.97575	0.655886666666667	0.97745	0.42482	0.85493	0.05953
0.2	0.5	0.3	-0.05	0.5	0.5	-0.01	-0.2	-0.03	0.3998075	0.6987	0.78529	0.98289	0.65464	0.98653	0.4374	0.882895	0.05903
0.3	0.5	0.3	-0.05	0.5	0.5	-0.01	-0.2	-0.03	0.6177375	0.70514	0.78279	0.98375	0.66624	0.98907	0.43743	0.87786	0.05821
0.5	0.5	0.3	-0.05	0.5	0.5	-0.01	-0.2	-0.03	0.9258375	0.70902	0.7892	0.96855	0.688916666666667	0.991	0.43955	0.87868	0.05869
0.2	0.7	0.3	-0.05	0.5	0.5	-0.01	-0.2	-0.03	0.4186675	0.90759	0.8442	0.96982	0.71234	0.99033	0.43267	0.860839999999999	0.06167
0.3	0.7	0.3	-0.05	0.5	0.5	-0.01	-0.2	-0.03	0.6297675	0.898829999999999	0.84215	0.95385	0.72082	0.99077	0.41715	0.847269999999999	0.06162
0.5	0.7	0.3	-0.05	0.5	0.5	-0.01	-0.2	-0.03	0.928617499999999	0.89938	0.84746	0.96171	0.75639	0.9921	0.44634	0.87186	0.0647
0.2	0.3	0.5	-0.05	0.5	0.5	-0.01	-0.2	-0.03	0.38366	0.30228	0.974495	0.975836666666667	0.59724	0.96452	0.38657	0.829585	0.05885
0.3	0.3	0.5	-0.05	0.5	0.5	-0.01	-0.2	-0.03	0.5837	0.29117	0.974735	0.99167	0.60442	0.96812	0.37469	0.84438	0.05846
0.5	0.3	0.5	-0.05	0.5	0.5	-0.01	-0.2	-0.03	0.9048	0.30119	0.9660825	0.99181	0.637396666666667	0.97066	0.37956	0.85205	0.05949
0.2	0.5	0.5	-0.05	0.5	0.5	-0.01	-0.2	-0.03	0.37507	0.66362	0.9741	0.9836	0.62378	0.98169	0.40631	0.862005	0.05888
0.3	0.5	0.5	-0.05	0.5	0.5	-0.01	-0.2	-0.03	0.58193	0.65834	0.97526	0.99134	0.6209	0.9841	0.39273	0.87173	0.05882
0.5	0.5	0.5	-0.05	0.5	0.5	-0.01	-0.2	-0.03	0.916079999999999	0.68209	0.97378	0.97632	0.673336666666667	0.988	0.40767	0.874626666666666	0.05931
0.2	0.7	0.5	-0.05	0.5	0.5	-0.01	-0.2	-0.03	0.40428	0.877189999999999	0.98182	0.99136	0.67716125	0.98696	0.42366	0.862109999999999	0.05955
0.3	0.7	0.5	-0.05	0.5	0.5	-0.01	-0.2	-0.03	0.62837	0.87238	0.97514	0.98376	0.66361125	0.98831	0.40088	0.855669999999999	0.06006
0.5	0.7	0.5	-0.05	0.5	0.5	-0.01	-0.2	-0.03	0.945279999999999	0.85963	0.97803	0.9694	0.70194	0.99064	0.40357	0.876189999999999	0.0619700000000001
0.2	0.3	0.7	-0.05	0.5	0.5	-0.01	-0.2	-0.03	0.35952	0.27259	0.98127	0.9517	0.59083	0.963499999999999	0.36376	0.805115	0.05788
0.3	0.3	0.7	-0.05	0.5	0.5	-0.01	-0.2	-0.03	0.554493333333333	0.26516	0.98627	0.95153	0.58058	0.96209	0.37235	0.81072	0.057365
0.5	0.3	0.7	-0.05	0.5	0.5	-0.01	-0.2	-0.03	0.87993	0.267	0.98286	0.968330000000001	0.599786666666667	0.95721	0.3728	0.81428	0.057995
